const,wind,solar,hydro,demand,demand2
1,2.55741978,1.412208962,0.538051682,1.121584551,0.76
1,2.596583686,1.515633575,0.538980541,1.149597401,0.693604951
1,2.63176121,1.532862224,0.539909399,1.155842304,0.7
1,2.77076539,1.487867575,0.540838258,1.051998491,0.786779807
1,2.884759814,1.335805832,0.541767116,1.083223005,0.94
1,2.931956431,1.05774387,0.542695975,1.111592707,1.127279221
1,2.945969995,0.698669493,0.543624833,1.097318643,1.305884573
1,2.948241903,0.340612462,0.544553692,1.081617173,1.43367427
1,2.948241903,0.062305807,0.545482551,1.031479525,1.48
1,2.948241903,0,0.546411409,1.019524996,1.43367427
1,2.947525226,0,0.547340268,1.04611044,1.305884573
1,2.939881041,0,0.548269126,1.152809066,1.127279221
1,2.905249533,0,0.549197985,1.120692422,0.94
1,2.82536803,0,0.550126843,1.030765821,0.786779807
1,2.711077977,0,0.551055702,0.909079429,0.7
1,2.571127971,0,0.55198456,0.821115512,0.693604951
1,2.384588269,0,0.552913419,0.766160367,0.76
1,2.167996774,0,0.553842277,0.748139361,0.872720779
1,1.936490202,0,0.554771136,0.727441969,0.994115427
1,1.699951705,0,0.555699995,0.722802898,1.085940972
1,1.454445226,0.455590477,0.556628853,0.744570845,1.12
1,1.499731991,1.681402844,0.557557712,0.779363875,1.085940972
1,1.545018755,2.904017131,0.55848657,0.918000719,0.994115427
1,1.59052743,3.845691977,0.559415429,1.086256244,0.872720779
1,1.638884484,4.329937556,0.560344287,1.145315182,0.76
1,1.687241538,4.40925799,0.561273146,1.163514613,0.693604951
1,1.734315827,4.386601937,0.562202004,1.174577013,0.7
1,1.737816447,4.410548928,0.563130863,1.083579857,0.786779807
1,1.741317067,4.194145245,0.564059721,1.110165301,0.94
1,1.744817687,3.517912597,0.56498858,1.125688345,1.127279221
1,1.748318307,2.433897181,0.565917439,1.122119829,1.305884573
1,1.751818927,1.175671877,0.566846297,1.1156965,1.43367427
1,1.755319547,0.052350949,0.567775156,1.086791521,1.48
1,1.806728501,0,0.568704014,1.081081896,1.43367427
1,1.858137456,0,0.569632873,1.098567624,1.305884573
1,1.909546411,0,0.570561731,1.160838227,1.127279221
1,1.960955366,0,0.57149059,1.113376965,0.94
1,2.011501516,0,0.572419448,1.027732583,0.786779807
1,2.062027155,0,0.573348307,0.909971558,0.7
1,2.040564884,0,0.574277165,0.825040879,0.693604951
1,2.019102613,0,0.575206024,0.764197683,0.76
1,1.997640342,0,0.576134883,0.743143439,0.872720779
1,1.976178071,0,0.577063741,0.725836137,0.994115427
1,1.954585847,0,0.5779926,0.722267621,1.085940972
1,1.932748361,0.314026991,0.578921458,0.7401102,1.12
1,2.008042697,1.044409658,0.579850317,0.764019257,1.085940972
1,2.082831865,1.811959457,0.580779175,0.896946475,0.994115427
1,2.157621034,2.441863441,0.581708034,1.074836993,0.872720779
1,2.232410202,2.808748829,0.582636892,1.135680189,0.76
1,2.307199371,2.917219545,0.583565751,1.156734433,0.693604951
1,2.370678386,2.920372831,0.584494609,1.170651645,0.7
1,2.378215508,2.897431101,0.585423468,1.078940786,0.786779807
1,2.385752631,2.696957084,0.586352327,1.107310488,0.94
1,2.393289753,2.216569541,0.587281185,1.120870848,1.127279221
1,2.400826876,1.511829115,0.588210044,1.11105743,1.305884573
1,2.408363998,0.738332364,0.589138902,1.090003186,1.43367427
1,2.415901121,0.07675668,0.590067761,1.061098207,1.48
1,2.308674912,0,0.590996619,1.04950053,1.43367427
1,2.179851834,0,0.591925478,1.067878387,1.305884573
1,2.051028756,0,0.592854336,1.151024808,1.127279221
1,1.921507367,0,0.593783195,1.097853921,0.94
1,1.790432137,0,0.594712053,1.018276016,0.786779807
1,1.654457493,0,0.595640912,0.918892848,0.7
1,1.56926829,0,0.596569771,0.842348181,0.693604951
1,1.488360048,0,0.597498629,0.780256004,0.76
1,1.407451807,0,0.598427488,0.744392419,0.872720779
1,1.326543565,0,0.599356346,0.720483363,0.994115427
1,1.245635323,0,0.600285205,0.712632628,1.085940972
1,1.167381665,0.339653216,0.601214063,0.712632628,1.12
1,1.103139482,1.128366308,0.602142922,0.699429119,1.085940972
1,1.038897299,1.949174276,0.60307178,0.721197066,0.994115427
1,0.974655116,2.615212076,0.604000639,0.812372648,0.872720779
1,0.910412933,2.994712948,0.604929497,0.906224616,0.76
1,0.846866581,3.097476175,0.605858356,0.938341259,0.693604951
1,0.787076944,3.09648164,0.606787215,0.966710961,0.7
1,0.756795337,3.081172852,0.607716073,0.943337182,0.786779807
1,0.726513731,2.880695697,0.608644932,0.917643867,0.94
1,0.696232125,2.378123607,0.60957379,0.9081873,1.127279221
1,0.665950519,1.629184455,0.610502649,0.880888153,1.305884573
1,0.635668913,0.798833385,0.611431507,0.865186683,1.43367427
1,0.605387307,0.079892947,0.612360366,0.858049651,1.48
1,0.564408806,0,0.613289224,0.874821676,1.43367427
1,0.530168902,0,0.614218083,0.905867765,1.305884573
1,0.498851999,0,0.615146941,1.033977486,1.127279221
1,0.467535095,0,0.6160758,0.999541307,0.94
1,0.436218192,0,0.617004659,0.93959024,0.786779807
1,0.404901289,0,0.617933517,0.850198916,0.7
1,0.463571282,0,0.618862376,0.778114895,0.693604951
1,0.522241275,0,0.619791234,0.712632628,0.76
1,0.589827232,0,0.620720093,0.679980707,0.872720779
1,0.666597542,0,0.621648951,0.66374396,0.994115427
1,0.743367852,0,0.62257781,0.652681561,1.085940972
1,0.821205465,0.472232321,0.623506668,0.65696378,1.12
1,0.772546135,1.673175955,0.624435527,0.614855292,1.085940972
1,0.724954108,2.865350393,0.625364385,0.634303704,0.994115427
1,0.677362081,3.777677716,0.626293244,0.697109584,0.872720779
1,0.629770055,4.237701639,0.627222103,0.771334715,0.76
1,0.582178028,4.298114624,0.628150961,0.823613473,0.693604951
1,0.538694393,4.269044164,0.62907982,0.853410581,0.7
1,0.582959143,4.306252107,0.630008678,0.846095123,0.786779807
1,0.631332285,4.110930487,0.630937537,0.80291608,0.94
1,0.679705427,3.461144945,0.631866395,0.777758043,1.127279221
1,0.728078569,2.407633166,0.632795254,0.747960935,1.305884573
1,0.776451711,1.178428285,0.633724112,0.740467052,1.43367427
1,0.826349394,0.062234864,0.634652971,0.741359181,1.48
1,0.837404576,0,0.635581829,0.773475824,1.43367427
1,0.848459758,0,0.636510688,0.814156906,1.305884573
1,0.859514941,0,0.637439547,0.959395503,1.127279221
1,0.870752201,0,0.638368405,0.940125517,0.94
1,0.882216835,0,0.639297264,0.892307404,0.786779807
1,0.893681468,0,0.640226122,0.813621628,0.7
1,0.849510689,0,0.641154981,0.746711955,0.693604951
1,0.806594884,0,0.642083839,0.699964396,0.76
1,0.767262402,0,0.643012698,0.674271082,0.872720779
1,0.727929919,0,0.643941556,0.666955624,0.994115427
1,0.688597437,0,0.644870415,0.669810437,1.085940972
1,0.649264954,0.481821975,0.645799273,0.682121817,1.12
1,0.597897285,1.694476198,0.646728132,0.68836672,1.085940972
1,0.547822033,2.892831629,0.647656991,0.809696261,0.994115427
1,0.50856544,3.804346825,0.648585849,0.965997258,0.872720779
1,0.469308847,4.256805817,0.649514708,1.029873693,0.76
1,0.430052254,4.306142903,0.650443566,1.0596708,0.693604951
1,0.390795661,4.27278438,0.651372425,1.072517458,0.7
1,0.389368555,4.318679422,0.652301283,1.007392042,0.786779807
1,0.387941449,4.13376461,0.653230142,1.008819449,0.94
1,0.386514343,3.489006742,0.654159,1.019524996,1.127279221
1,0.385087236,2.433432635,0.655087859,1.005250933,1.305884573
1,0.38366013,1.195578825,0.656016717,0.99222585,1.43367427
1,0.382233024,0.062171618,0.656945576,0.972063735,1.48
1,0.410119064,0,0.657874435,0.952615323,1.43367427
1,0.438005105,0,0.658803293,0.969744199,1.305884573
1,0.465891145,0,0.659732152,1.071446903,1.127279221
1,0.493777186,0,0.66066101,1.042006647,0.94
1,0.521663226,0,0.661589869,0.970457903,0.786779807
1,0.549549267,0,0.662518727,0.862867148,0.7
1,0.560277687,0,0.663447586,0.781326559,0.693604951
1,0.571765656,0,0.664376444,0.72993993,0.76
1,0.583253624,0,0.665305303,0.699072267,0.872720779
1,0.594741593,0,0.666234161,0.675876914,0.994115427
1,0.606229562,0,0.66716302,0.666420347,1.085940972
1,0.617717531,0.490569302,0.668091879,0.668383031,1.12
1,0.548868001,1.706015102,0.669020737,0.634125278,1.085940972
1,0.495510196,2.904444534,0.669949596,0.658391186,0.994115427
1,0.442152391,3.81322894,0.670878454,0.720840214,0.872720779
1,0.388794586,4.260293619,0.671807313,0.793816365,0.76
1,0.340549549,4.302540533,0.672736171,0.831821059,0.693604951
1,0.302627403,4.266323586,0.67366503,0.868219922,0.7
1,0.341881393,4.317918986,0.674593888,0.864294554,0.786779807
1,0.392371539,4.139711847,0.675522747,0.834675872,0.94
1,0.447517821,3.499311706,0.676451605,0.815941164,1.127279221
1,0.502664103,2.445355351,0.677380464,0.786322481,1.305884573
1,0.559599479,1.206308682,0.678309323,0.781326559,1.43367427
1,0.631758976,0.064846379,0.679238181,0.779542301,1.48
1,0.714302644,0,0.68016704,0.806663022,1.43367427
1,0.796846312,0,0.681095898,0.839136517,1.305884573
1,0.887000315,0,0.682024757,0.975096973,1.127279221
1,0.980952458,0,0.682953615,0.96207189,0.94
1,1.0749046,0,0.683882474,0.908544151,0.786779807
1,1.168856742,0,0.685893809,0.817190144,0.7
1,1.046948112,0,0.687905144,0.754205838,0.693604951
1,0.925039482,0,0.689916478,0.709956241,0.76
1,0.805704665,0,0.691927813,0.689080423,0.872720779
1,0.698599226,0,0.693939148,0.679623856,0.994115427
1,0.591493787,0,0.695950483,0.68622561,1.085940972
1,0.500331959,0.495008722,0.697961818,0.706923002,1.12
1,0.497572949,1.702818511,0.699973153,0.732794743,1.085940972
1,0.49481394,2.891093776,0.701984488,0.88695463,0.994115427
1,0.492054931,3.789449121,0.703995823,1.057351265,0.872720779
1,0.489295921,4.227403407,0.706007158,1.113020113,0.76
1,0.486536912,4.262270364,0.708018493,1.151738511,0.693604951
1,0.483777903,4.223502409,0.710029828,1.165477297,0.7
1,0.478419526,4.280342179,0.712041162,1.077870232,0.786779807
1,0.473061149,4.110268073,0.714052497,1.112841687,0.94
1,0.467702772,3.479604167,0.716063832,1.142103518,1.127279221
1,0.462344395,2.436225502,0.718075167,1.130505841,1.305884573
1,0.456986018,1.206583689,0.720086502,1.119800294,1.43367427
1,0.451627641,0.066925687,0.722097837,1.087326799,1.48
1,0.562277318,0,0.724109172,1.062704039,1.43367427
1,0.703896406,0,0.726120507,1.06181191,1.305884573
1,0.849058634,0,0.728131842,1.151381659,1.127279221
1,1.009636448,0,0.730143177,1.116588629,0.94
1,1.170828906,0,0.732154511,1.024699344,0.786779807
1,1.338186764,0,0.734165846,0.915502758,0.7
1,1.23824867,0,0.736177181,0.825040879,0.693604951
1,1.142308372,0,0.738188516,0.779007024,0.76
1,1.047451876,0,0.740199851,0.752956858,0.872720779
1,0.95259538,0,0.742211186,0.737969091,0.994115427
1,0.858021567,0,0.744222521,0.737790665,1.085940972
1,0.770343514,0.360671463,0.746233856,0.756346948,1.12
1,0.759498734,1.125013899,0.748245191,0.770621011,1.085940972
1,0.748653953,1.913532278,0.750256526,0.913896925,0.994115427
1,0.737809173,2.546834429,0.75226786,1.084650412,0.872720779
1,0.726964392,2.898592751,0.754279195,1.143352499,0.76
1,0.716119612,2.97993295,0.75629053,1.171543774,0.693604951
1,0.705274831,2.971763516,0.758301865,1.182427748,0.7
1,0.75654971,2.9713263,0.7603132,1.088754205,0.786779807
1,0.807824589,2.794930102,0.762324535,1.121406126,0.94
1,0.863967873,2.32244737,0.76433587,1.132825377,1.127279221
1,0.922267075,1.60693555,0.766347205,1.125509919,1.305884573
1,0.980628725,0.8065583,0.76835854,1.109273172,1.43367427
1,1.038990376,0.097674829,0.770369875,1.071268477,1.48
1,1.044862028,0,0.77238121,1.052712194,1.43367427
1,1.05073368,0,0.774392544,1.048786827,1.305884573
1,1.056605332,0,0.776403879,1.135144912,1.127279221
1,1.062476984,0,0.778415214,1.121049274,0.94
1,1.068348637,0,0.780426549,1.037010724,0.786779807
1,1.074220289,0,0.782437884,0.922104512,0.7
1,1.107312085,0,0.784449219,0.832177911,0.693604951
1,1.140403881,0,0.786460554,0.78043443,0.76
1,1.173495677,0,0.788471889,0.750280471,0.872720779
1,1.206587472,0,0.790483224,0.734400575,0.994115427
1,1.240897771,0,0.792494559,0.739039646,1.085940972
1,1.275762341,0.115815139,0.794505893,0.761521296,1.12
1,1.21925485,0.275003741,0.796517228,0.767944625,1.085940972
1,1.165502606,0.473242877,0.798528563,0.911934242,0.994115427
1,1.111868377,0.665562128,0.800539898,1.074836993,0.872720779
1,1.058234148,0.808935403,0.802551233,1.135501764,0.76
1,1.004599919,0.882749754,0.804562568,1.148883698,0.693604951
1,0.95096569,0.897191528,0.806573903,1.164763594,0.7
1,1.055267332,0.86151735,0.808585238,1.076799677,0.786779807
1,1.159568974,0.759477074,0.810596573,1.112663262,0.94
1,1.266385082,0.592402717,0.812607908,1.130327415,1.127279221
1,1.376274312,0.391941863,0.814619242,1.117480758,1.305884573
1,1.486163541,0.204559145,0.816630577,1.096248088,1.43367427
1,1.596664325,0.07001692,0.818641912,1.052712194,1.48
1,1.600818947,0,0.820653247,1.024699344,1.43367427
1,1.604973568,0,0.822664582,1.034869615,1.305884573
1,1.609128189,0,0.824675917,1.126402048,1.127279221
1,1.613282811,0,0.826687252,1.093571702,0.94
1,1.617437432,0,0.828698587,1.019881848,0.786779807
1,1.621592053,0,0.830709922,0.909971558,0.7
1,1.721230909,0,0.832721257,0.828252543,0.693604951
1,1.813466316,0,0.834732592,0.771334715,0.76
1,1.905701724,0,0.836743926,0.739396497,0.872720779
1,1.997322217,0,0.838755261,0.71209735,0.994115427
1,2.087972824,0,0.840766596,0.707815131,1.085940972
1,2.178623431,0.126898922,0.842777931,0.711205221,1.12
1,2.053115791,0.301655065,0.844789266,0.678374875,1.085940972
1,1.927004288,0.516619609,0.846800601,0.728512524,0.994115427
1,1.799302458,0.723091129,0.848811936,0.822364492,0.872720779
1,1.667711006,0.875126512,0.850823271,0.882850837,0.76
1,1.53313137,0.951740006,0.852834606,0.9026561,0.693604951
1,1.403674188,0.966291383,0.854845941,0.922818215,0.7
1,1.623104767,0.929961866,0.856857275,0.90604619,0.786779807
1,1.844588952,0.822962098,0.85886861,0.887489908,0.94
1,2.057124533,0.644805396,0.860879945,0.881601856,1.127279221
1,2.267640181,0.428727248,0.86289128,0.868755199,1.305884573
1,2.449024465,0.224648528,0.864902615,0.851447897,1.43367427
1,2.608529702,0.07590301,0.86691395,0.843954013,1.48
1,2.582536108,0,0.868925285,0.845559846,1.43367427
1,2.5538759,0,0.87093662,0.867684644,1.305884573
1,2.520549614,0,0.872947955,1.004358804,1.127279221
1,2.487223328,0,0.87495929,0.979736044,0.94
1,2.453897042,0,0.876970624,0.919071273,0.786779807
1,2.420570756,0,0.878981959,0.83431902,0.7
1,2.417490025,0,0.880993294,0.766695644,0.693604951
1,2.414409295,0,0.883004629,0.711205221,0.76
1,2.411328564,0,0.885015964,0.674627933,0.872720779
1,2.408247833,0,0.887027299,0.655714799,0.994115427
1,2.405167102,0,0.889038634,0.643403419,1.085940972
1,2.402086371,0.248468759,0.891049969,0.650183599,1.12
1,2.246793789,0.680316223,0.893061304,0.603436041,1.085940972
1,2.073046747,1.151982092,0.895072639,0.626274543,0.994115427
1,1.89820094,1.556419069,0.897083974,0.693897919,0.872720779
1,1.721416362,1.808915832,0.899095308,0.758488057,0.76
1,1.533874432,1.897110165,0.901106643,0.8016671,0.693604951
1,1.354659826,1.903881911,0.903117978,0.824862453,0.7
1,1.441088841,1.878080502,0.905129313,0.815941164,0.786779807
1,1.527517855,1.729086063,0.907140648,0.784538223,0.94
1,1.615771584,1.409248181,0.909151983,0.767409347,1.127279221
1,1.708060193,0.965320412,0.911163318,0.736541684,1.305884573
1,1.794132688,0.497243032,0.913174653,0.721197066,1.43367427
1,1.879389784,0.106696512,0.915185988,0.723873453,1.48
1,1.691501692,0,0.917197323,0.756882225,1.43367427
1,1.49650352,0,0.919208657,0.789712572,1.305884573
1,1.308138322,0,0.921219992,0.910506835,1.127279221
1,1.124713502,0,0.923231327,0.90140712,0.94
1,0.945926196,0,0.925242662,0.847879381,0.786779807
1,0.774083155,0,0.927253997,0.77579536,0.7
1,0.727887744,0,0.929265332,0.708171983,0.693604951
1,0.681692333,0,0.931276667,0.648934619,0.76
1,0.635496922,0,0.933288002,0.625917691,0.872720779
1,0.589301511,0,0.935299337,0.615568995,0.994115427
1,0.545205688,0,0.937310672,0.613784737,1.085940972
1,0.509901878,0.281764561,0.939322006,0.614855292,1.12
1,0.540160779,0.782182366,0.941333341,0.574709488,1.085940972
1,0.576098876,1.318988153,0.943344676,0.604863447,0.994115427
1,0.615692971,1.770358697,0.945356011,0.666598773,0.872720779
1,0.655287065,2.042657311,0.947367346,0.730653633,0.76
1,0.694881159,2.127635654,0.949378681,0.773118973,0.693604951
1,0.734475253,2.130262775,0.951390016,0.802023951,0.7
1,0.84902352,2.111618465,0.953401351,0.800418119,0.786779807
1,0.974758428,1.958278565,0.955412686,0.766160367,0.94
1,1.10110928,1.607384006,0.957424021,0.758309632,1.127279221
1,1.228024038,1.107682436,0.959435356,0.725657711,1.305884573
1,1.361143685,0.571229879,0.96144669,0.721375492,1.43367427
1,1.494263333,0.114871367,0.963458025,0.721732343,1.48
1,1.180357558,0,0.96546936,0.753670561,1.43367427
1,0.88055328,0,0.967480695,0.792388959,1.305884573
1,0.610326325,0,0.96949203,0.918892848,1.127279221
1,0.395280084,0,0.971503365,0.9137185,0.94
1,0.241709922,0,0.9735147,0.862153445,0.786779807
1,0.14728587,0,0.975526035,0.778293321,0.7
1,0.148992343,0,0.97753737,0.718163828,0.693604951
1,0.150698816,0,0.979548705,0.672308398,0.76
1,0.152405289,0,0.981560039,0.660710721,0.872720779
1,0.154111762,0,0.983571374,0.650183599,0.994115427
1,0.155818235,0,0.985582709,0.653395264,1.085940972
1,0.157524708,0.271209647,0.987594044,0.677125895,1.12
1,0.167150644,0.73717796,0.989605379,0.696931158,1.085940972
1,0.17677658,1.239866956,0.991616714,0.858406503,0.994115427
1,0.18661259,1.665294423,0.993628049,1.019703422,0.872720779
1,0.196863586,1.924727308,0.995639384,1.071803754,0.76
1,0.207114583,2.00816481,0.997650719,1.101600862,0.693604951
1,0.217365579,2.011607596,0.999662054,1.132111673,0.7
1,0.211859601,1.991874952,1.001673388,1.055388581,0.786779807
1,0.206353622,1.843851312,1.003684723,1.082687728,0.94
1,0.200847644,1.511290168,1.005696058,1.095712811,1.127279221
1,0.195341665,1.04164338,1.007707393,1.088575779,1.305884573
1,0.189835687,0.540412596,1.009718728,1.076978103,1.43367427
1,0.184329708,0.116520676,1.011730063,1.037010724,1.48
1,0.281248076,0,1.013741398,1.019346571,1.43367427
1,0.419364939,0,1.015752733,1.010603707,1.305884573
1,0.598538549,0,1.017764068,1.108737894,1.127279221
1,0.819555606,0,1.019775403,1.08304458,0.94
1,1.068364495,0,1.021786738,1.013815371,0.786779807
1,1.32434217,0,1.024836495,0.901050268,0.7
1,1.348872673,0,1.027886252,0.816119589,0.693604951
1,1.373403176,0,1.030936008,0.768836753,0.76
1,1.39793368,0,1.033985765,0.742429736,0.872720779
1,1.422464183,0,1.037035522,0.728690949,0.994115427
1,1.446994687,0,1.040085279,0.727620395,1.085940972
1,1.47152519,0.090768084,1.043135036,0.746890381,1.12
1,1.634064574,0.192910506,1.046184793,0.756168522,1.085940972
1,1.797907511,0.326327951,1.04923455,0.89034472,0.994115427
1,1.955297288,0.461049324,1.052284307,1.057172839,0.872720779
1,2.110100502,0.566493451,1.055334064,1.107845765,0.76
1,2.264785987,0.624881217,1.058383821,1.137642873,0.693604951
1,2.401215182,0.637247425,1.061433578,1.147813143,0.7
1,2.415206957,0.607493668,1.064483335,1.050214233,0.786779807
1,2.429198733,0.529380294,1.067533092,1.081081896,0.94
1,2.443190509,0.409119762,1.070582849,1.103920398,1.127279221
1,2.457182285,0.270953639,1.073632606,1.102492991,1.305884573
1,2.471174061,0.146971759,1.076682363,1.091430592,1.43367427
1,2.485165836,0.062973955,1.07973212,1.051463214,1.48
1,2.516414037,0,1.082781877,1.029516841,1.43367427
1,2.547662237,0,1.085831634,1.04396933,1.305884573
1,2.57595253,0,1.088881391,1.117659184,1.127279221
1,2.600763333,0,1.091931148,1.09660494,0.94
1,2.623762844,0,1.094980905,1.016848609,0.786779807
1,2.64656196,0,1.098030662,0.905332487,0.7
1,2.53475769,0,1.101080419,0.816298015,0.693604951
1,2.396860343,0,1.104130176,0.768479902,0.76
1,2.244861494,0,1.107179933,0.734757427,0.872720779
1,2.075596939,0,1.11022969,0.720304937,0.994115427
1,1.905356568,0,1.113279447,0.725300859,1.085940972
1,1.733132842,0.100604988,1.116329204,0.748496213,1.12
1,1.588335764,0.214922249,1.119378961,0.754741116,1.085940972
1,1.451539445,0.361963844,1.122428718,0.901942397,0.994115427
1,1.314825884,0.508735048,1.125478475,1.063596168,0.872720779
1,1.1800863,0.622110659,1.128528232,1.135501764,0.76
1,1.050324275,0.683626698,1.131577989,1.155128601,0.693604951
1,0.920562251,0.696337407,1.134627746,1.168688962,0.7
1,1.297513936,0.665493548,1.137677503,1.0707332,0.786779807
1,1.697346763,0.582419489,1.14072726,1.105347804,0.94
1,2.084344387,0.45236481,1.143777017,1.1267589,1.127279221
1,2.438460188,0.301154694,1.146826774,1.11783761,1.305884573
1,2.702066064,0.163786625,1.149876531,1.100887159,1.43367427
1,2.890486229,0.068886593,1.152926288,1.059849226,1.48
1,2.907003955,0,1.155976045,1.040936092,1.43367427
1,2.923521682,0,1.159025802,1.032193228,1.305884573
1,2.93394628,0,1.162075559,1.113555391,1.127279221
1,2.940933059,0,1.165125316,1.103741972,0.94
1,2.943732674,0,1.168175073,1.032550079,0.786779807
1,2.946532289,0,1.17122483,0.909971558,0.7
1,2.945164595,0,1.174274587,0.82628986,0.693604951
1,2.943796901,0,1.177324344,0.772762121,0.76
1,2.942429207,0,1.180374101,0.742608162,0.872720779
1,2.941061513,0,1.183423858,0.731367336,0.994115427
1,2.939251552,0,1.186473615,0.735827981,1.085940972
1,2.934601392,0.195072179,1.189523372,0.747247232,1.12
1,2.933233701,0.474227056,1.192573129,0.743857142,1.085940972
1,2.93186601,0.792430617,1.195622886,0.892842681,0.994115427
1,2.930498319,1.077924514,1.198672643,1.067521535,0.872720779
1,2.929130628,1.26918789,1.2017224,1.124796216,0.76
1,2.927762938,1.348108309,1.204772157,1.149418976,0.693604951
1,2.926395247,1.358200742,1.207821914,1.161016652,0.7
1,2.941601738,1.32852458,1.210871671,1.074480141,0.786779807
1,2.947290925,1.206470891,1.213921428,1.089646334,0.94
1,2.948241903,0.972226239,1.216971185,1.111592707,1.127279221
1,2.948241903,0.664908558,1.220020942,1.10213614,1.305884573
1,2.948241903,0.354302654,1.223070699,1.078940786,1.43367427
1,2.948241903,0.106830461,1.226120456,1.033442208,1.48
1,2.948241903,0,1.229170213,1.021309254,1.43367427
1,2.948241903,0,1.23221997,1.016670184,1.305884573
1,2.93576153,0,1.235269727,1.09874605,1.127279221
1,2.872718798,0,1.238319484,1.072695883,0.94
1,2.724654832,0,1.241369241,1.01256639,0.786779807
1,2.535967664,0,1.244418998,0.90943628,0.7
1,2.425690721,0,1.247468755,0.825219305,0.693604951
1,2.314153012,0,1.250518512,0.770977863,0.76
1,2.178791614,0,1.253568269,0.738504368,0.872720779
1,2.043430216,0,1.256618026,0.718520679,0.994115427
1,1.907123359,0,1.259667783,0.702819209,1.085940972
1,1.769395503,0.232301587,1.26271754,0.702997635,1.12
1,1.616835965,0.582362034,1.265767297,0.666241921,1.085940972
1,1.468159657,0.969219015,1.268817054,0.719055956,0.994115427
1,1.321375643,1.305548731,1.271866811,0.813086351,0.872720779
1,1.176744625,1.519867949,1.274916568,0.892664256,0.76
1,1.037424205,1.597237257,1.277966325,0.926386731,0.693604951
1,0.898103785,1.603381848,1.281016082,0.935129595,0.7
1,1.144052477,1.580229584,1.284065839,0.921033957,0.786779807
1,1.399272631,1.451445342,1.287115596,0.88909574,0.94
1,1.663235438,1.182503759,1.290165353,0.870182605,1.127279221
1,1.923077018,0.815547622,1.29321511,0.846095123,1.305884573
1,2.174967381,0.433454074,1.296264867,0.828609395,1.43367427
1,2.406685736,0.118415261,1.299314624,0.833605317,1.48
1,2.295744188,0,1.302364381,0.833248466,1.43367427
1,2.165301974,0,1.305414138,0.863937703,1.305884573
1,2.03485976,0,1.308463895,0.972420586,1.127279221
1,1.903408253,0,1.311513652,0.974204844,0.94
1,1.770685581,0,1.314563409,0.911934242,0.786779807
1,1.631299041,0,1.317613166,0.83431902,0.7
1,1.533598343,0,1.320662923,0.737612239,0.693604951
1,1.43870823,0,1.32371268,0.695503751,0.76
1,1.343818117,0,1.326762437,0.654465818,0.872720779
1,1.248928003,0,1.329812194,0.644830826,0.994115427
1,1.157235991,0,1.332861951,0.64126231,1.085940972
1,1.067170799,0.24619949,1.335911708,0.639299626,1.12
1,1.022275667,0.616626941,1.338961465,0.591659938,1.085940972
1,0.977380535,1.023153405,1.342011222,0.628772504,0.994115427
1,0.932485403,1.374052756,1.345060979,0.691578384,0.872720779
1,0.887590271,1.594916695,1.348110736,0.752778432,0.76
1,0.843515098,1.671475815,1.351160493,0.804521913,0.693604951
1,0.801021137,1.676217812,1.35421025,0.83431902,0.7
1,1.038523516,1.655400144,1.357260007,0.817903847,0.786779807
1,1.282585228,1.524904979,1.360309764,0.766160367,0.94
1,1.53620464,1.246035511,1.363359521,0.75581167,1.127279221
1,1.797110902,0.861991196,1.366409278,0.728690949,1.305884573
1,2.045828479,0.459405133,1.369459034,0.716557995,1.43367427
1,2.291710349,0.12491294,1.372508791,0.732973169,1.48
1,2.132608236,0,1.375558548,0.763840831,1.43367427
1,1.973506122,0,1.378608305,0.793281087,1.305884573
1,1.811821053,0,1.381658062,0.911934242,1.127279221
1,1.644261157,0,1.384707819,0.92513775,0.94
1,1.476518758,0,1.387757576,0.882137134,0.786779807
1,1.312409934,0,1.390807333,0.796314326,0.7
1,1.125287155,0,1.39385709,0.729761504,0.693604951
1,0.94301909,0,1.396906847,0.684441352,0.76
1,0.768470959,0,1.399956604,0.667312476,0.872720779
1,0.608335445,0,1.403006361,0.657677483,0.994115427
1,0.47267577,0.001438266,1.406056118,0.66374396,1.085940972
1,0.351614764,0.267357956,1.409105875,0.686404036,1.12
1,0.307199055,0.677900608,1.412155632,0.703711338,1.085940972
1,0.26459951,1.121331023,1.415205389,0.855908542,0.994115427
1,0.221999966,1.497558679,1.418255146,1.025056196,0.872720779
1,0.193452811,1.727330865,1.421304903,1.098210772,0.76
1,0.167593612,1.799160255,1.42435466,1.124974642,0.693604951
1,0.142361574,1.800330577,1.427404417,1.140676112,0.7
1,0.190426231,1.785960808,1.430454174,1.064666723,0.786779807
1,0.255003037,1.655773515,1.433503931,1.093036424,0.94
1,0.336112768,1.361233241,1.436553688,1.106596785,1.127279221
1,0.44575082,0.946364979,1.439603445,1.092144295,1.305884573
1,0.565111498,0.504519719,1.442653202,1.081081896,1.43367427
1,0.717254649,0.131033922,1.445702959,1.039508685,1.48
1,0.647782624,0,1.448752716,1.025413048,1.43367427
1,0.578310598,0,1.451802473,1.025413048,1.305884573
1,0.519017497,0,1.45485223,1.099638179,1.127279221
1,0.465925055,0,1.457901987,1.090360037,0.94
1,0.412832612,0,1.460951744,1.0147075,0.786779807
1,0.35974017,0,1.464001501,0.880531302,0.7
1,0.416322877,0,1.467051258,0.805235616,0.693604951
1,0.472905584,0,1.470101015,0.748139361,0.76
1,0.529488292,0,1.473150772,0.718163828,0.872720779
