demand_GB,prices_GB,demand_DE,prices_DE,demand_NO,prices_NO_south,wind_300,wind1200,windGB,windDE,windNO,solarDE,wind0.3,wind1.2,const
35915,45.62993218,53232,41.4,16426,30.32,61.840018,331.375199,995.169895,3079.265443,356.487343,0.00E+00,0.206133393,0.276145999,1
38289,78.52651048,53269,47.86,16624,30.19,60.499675,327.804622,963.827935,3276.937952,336.511541,0.00E+00,0.201665583,0.273170518,1
41665,67.94697904,49224,59.43,16337,29.1,61.129203,329.125225,942.845439,3101.312572,302.521797,0.00E+00,0.20376401,0.274271021,1
40971,53.28294081,46930,39.99,15930,28.29,61.758731,330.445828,921.862944,2955.074783,270.148848,0.00E+00,0.205862437,0.275371523,1
38455,45.65750925,45868,35.68,15449,27.31,62.388259,331.766431,900.880448,2808.836994,239.558079,0.00E+00,0.207960863,0.276472026,1
35722,44.38247842,42748,35.76,15134,27.08,63.017787,333.087034,879.897953,2662.599205,208.96731,0.00E+00,0.21005929,0.277572528,1
33082,52.01602959,39299,31.59,14730,25.43,63.647315,334.407637,858.915457,2516.361416,178.376541,0.00E+00,0.212157717,0.278673031,1
30739,55.69618372,36270,23.07,14452,24.11,64.276843,335.72824,837.932962,2370.123626,149.623848,0.00E+00,0.214256143,0.279773533,1
30346,40.26888409,34933,19.24,14244,24.14,59.13779,304.495807,830.082959,2659.915938,143.628083,0.00E+00,0.197125967,0.253746506,1
29115,39.44790382,35020,15.05,14243,24.13,55.424351,273.263374,822.232955,2949.708249,137.632319,0.00E+00,0.184747837,0.227719478,1
27822,40.15110358,35648,16.53,14266,22.44,51.710913,242.030942,814.382952,3266.875701,131.636554,0.00E+00,0.17236971,0.201692452,1
26611,38.49515413,35509,20.48,14374,23.75,47.997474,220.532339,806.532949,3629.11609,125.640789,0.00E+00,0.15999158,0.183776949,1
25551,38.41609741,34373,18.37,14459,23.51,44.284035,199.710717,798.682946,3991.356479,119.645025,0.00E+00,0.14761345,0.166425598,1
25544,42.23181258,36014,10.08,14519,24.13,40.570596,178.889096,790.832943,4353.596869,113.64926,7.59E+02,0.13523532,0.149074247,1
26333,39.26342787,40072,17.37,15042,27.3,43.553791,198.249576,764.225973,4232.366241,141.473389,2.11E+03,0.145179303,0.16520798,1
27701,39.01472256,43981,23.5,15603,29.63,46.536986,217.610057,741.649493,4111.135614,177.296278,3.57E+03,0.155123287,0.181341714,1
30720,38.09016646,46451,34.92,15755,30.01,49.520181,236.970538,719.073014,3989.904987,219.032472,4.81E+03,0.16506727,0.197475448,1
33711,43.90054871,49142,38.69,15577,29.86,52.503376,264.496528,696.496534,3868.67436,260.768666,5.56E+03,0.175011253,0.220413773,1
35163,43.08477805,48813,42.75,15275,29.09,55.486571,293.537249,673.920054,3747.443733,304.483177,5.72E+03,0.184955237,0.244614374,1
35812,44.19718866,47083,45.88,15124,28.37,58.469766,322.57797,651.343575,3626.213105,350.856726,5.26E+03,0.19489922,0.268814975,1
35953,44.84964242,45808,39.43,14957,27.36,48.110627,256.11847,670.025725,3559.85994,355.740746,4.24E+03,0.160368757,0.213432058,1
35033,44.62036375,45105,32.61,15107,27.04,37.751488,206.439313,688.707876,3493.506775,360.332289,2.85E+03,0.125838293,0.172032761,1
34195,44.99411837,45231,29.67,15093,27.74,27.39235,162.13298,707.390027,3427.15361,364.727907,1.39E+03,0.091307833,0.135110817,1
34098,44.5925524,47455,31.27,15286,29.12,20.516606,117.826646,726.072177,3360.800445,369.123525,3.34E+02,0.068388687,0.098188872,1
35290,45.94355734,51327,34.76,15764,30.91,15.337036,84.760156,744.754328,3294.44728,373.519143,0.00E+00,0.051123453,0.070633463,1
37515,65.47472256,51863,50.44,15937,30.78,10.157467,62.60699,763.436478,3228.094115,377.914761,0.00E+00,0.033858223,0.052172492,1
41354,71.41183724,49521,59.04,15781,30.01,12.89266,71.658674,745.295186,3169.592757,352.470616,0.00E+00,0.042975533,0.059715562,1
41169,47.00986436,48235,47.78,15457,28.8,15.627853,80.710358,727.153893,3114.873119,324.780385,0.00E+00,0.052092843,0.067258632,1
38975,45.67038841,48432,45.46,14987,27.66,18.363046,89.762043,709.012601,3068.072032,297.090155,0.00E+00,0.061210153,0.074801703,1
36117,43.99791615,44714,49.09,14282,27.15,21.098239,101.627454,690.871308,3021.270946,270.929932,0.00E+00,0.070327463,0.084689545,1
32739,41.51090012,41487,37.46,13811,26.3,23.833433,119.730822,672.730015,2974.469859,246.008725,0.00E+00,0.079444777,0.099775685,1
29556,40.48209618,39689,36.37,13513,26.06,29.137251,137.834191,654.588723,2927.668773,221.087518,0.00E+00,0.09712417,0.114861826,1
29090,40.10186806,39175,25.55,13441,25.91,27.474883,136.753453,664.563203,3006.420815,226.975912,0.00E+00,0.091582943,0.113961211,1
28461,39.92767571,39759,20.88,13530,25.45,25.812515,135.672714,674.537682,3085.172856,232.864306,0.00E+00,0.086041717,0.113060595,1
27648,40.00416153,41401,23.26,13811,26.27,24.150147,134.591976,684.512162,3172.406122,238.7527,0.00E+00,0.08050049,0.11215998,1
26679,39.73418619,45331,27.42,14242,28.75,23.243889,133.511238,694.486642,3270.846175,244.641094,0.00E+00,0.07747963,0.111259365,1
26286,43.93000617,53243,35.47,15542,30.43,22.412705,132.4305,704.461121,3369.286227,250.529488,0.00E+00,0.074709017,0.11035875,1
27844,47.01410604,59032,47.24,17042,32.81,21.581521,131.349761,714.435601,3467.726279,256.417882,2.49E+03,0.071938403,0.109458134,1
33374,61.45499383,62212,55.24,17182,33.26,21.591437,135.206687,741.205406,3500.268667,262.452948,5.54E+03,0.071971457,0.112672239,1
39574,54.81504316,63009,52.36,17001,32.85,21.601353,139.063612,768.240253,3532.811055,268.488015,8.58E+03,0.07200451,0.115886343,1
41793,46.1284402,64770,58.37,16699,32.47,21.61127,142.920538,800.364018,3565.353443,274.523082,1.10E+04,0.072037567,0.119100448,1
42940,57.79901356,65539,52.36,16255,32.08,21.621186,146.777463,832.487784,3597.895831,280.558149,1.24E+04,0.07207062,0.122314553,1
43264,69.8458693,65401,51.73,16160,31.26,21.631102,150.634389,864.611549,3630.438219,286.803573,1.27E+04,0.072103673,0.125528658,1
43521,46.30086313,64836,47.33,15936,30.71,21.641018,154.491314,896.735315,3662.980607,293.509203,1.18E+04,0.072136727,0.128742762,1
43295,46.35078298,63510,43.41,15810,30.4,18.560649,129.508822,872.027225,3554.982574,290.930073,9.89E+03,0.06186883,0.107924018,1
42575,46.15266338,62070,37.41,15712,30.32,15.480279,104.52633,847.319135,3446.984541,288.350943,7.10E+03,0.05160093,0.087105275,1
42082,46.17881628,60803,33.83,15666,30.24,12.39991,87.771919,822.611045,3338.986507,285.771813,3.97E+03,0.041333033,0.073143266,1
41754,46.39713317,60869,39.18,15669,31.61,9.31954,75.280673,797.902955,3230.988474,283.343415,3.98E+02,0.031065133,0.062733894,1
43318,45.0202836,63730,41.96,16075,32.69,6.239171,62.789427,773.194866,3124.392353,281.022198,0.00E+00,0.020797237,0.052324523,1
44946,62.97442663,64895,52.56,16361,32.69,5.052934,50.298181,751.51398,3037.993927,278.700981,0.00E+00,0.016843113,0.041915151,1
47641,57.882836,61000,72.15,16135,32.32,5.26807,50.892016,673.838875,2664.96833,286.748745,0.00E+00,0.017560233,0.042410013,1
46793,45.93577065,57326,50.37,15702,31.21,5.483205,51.485852,596.16377,2291.942733,295.463066,0.00E+00,0.01827735,0.042904877,1
43918,57.57706535,54613,39.06,15012,29.99,5.698341,52.079688,518.488666,1918.917136,304.177387,0.00E+00,0.01899447,0.04339974,1
40157,50.17619605,49409,36.67,14062,28.52,5.913477,52.673523,454.870849,1628.918654,312.891708,0.00E+00,0.01971159,0.043894603,1
35604,40.86979655,45841,28.53,13711,25.87,6.385838,53.267359,392.730765,1349.149456,321.606029,0.00E+00,0.021286127,0.044389466,1
31714,41.33788533,44041,29.36,13391,25.06,7.031245,53.861195,330.590681,1069.380258,330.32035,0.00E+00,0.023437483,0.044884329,1
31105,41.00256473,43544,26.46,13269,25.06,6.608895,51.029906,353.834085,1080.260413,318.104047,0.00E+00,0.02202965,0.042524922,1
30143,38.53601726,44523,26.44,13392,25.56,6.186546,48.198617,377.077488,1091.140568,305.887744,0.00E+00,0.02062182,0.040165514,1
29170,40.177164,46244,25.76,13555,26.04,5.921399,45.367327,400.320892,1102.020723,293.671441,0.00E+00,0.019737997,0.037806106,1
28312,40.52789766,49196,25.49,13935,27.49,5.780615,42.536038,423.564295,1112.900878,281.779624,0.00E+00,0.019268717,0.035446698,1
27705,42.63405055,56049,35.57,15230,29.79,5.639832,39.704749,446.807699,1123.781033,270.784951,0.00E+00,0.01879944,0.033087291,1
29132,48.39564118,61362,42.91,16731,31.98,5.499049,36.87346,470.051103,1134.661187,259.790278,2.77E+03,0.018330163,0.030727883,1
34414,65.6350185,64111,55.78,17280,32.23,5.317571,34.758728,462.902069,1234.090499,240.766793,6.05E+03,0.017725237,0.028965607,1
40272,69.10604192,64806,61.1,16985,31.79,5.136094,32.643997,455.753035,1333.519812,221.743308,9.29E+03,0.017120313,0.027203331,1
42423,73.68064118,66009,61.64,16587,31.3,4.954616,30.529266,448.604001,1432.949124,202.719824,1.18E+04,0.016515387,0.025441055,1
43411,68.98273736,67281,56.28,16178,30.54,4.773138,28.414534,441.454967,1532.378436,183.696339,1.33E+04,0.01591046,0.023678778,1
43608,65.31986436,66192,57.64,15908,30.23,4.591661,26.299803,434.305933,1631.807748,164.672854,1.36E+04,0.015305537,0.021916503,1
43960,56.45636868,65629,55.94,15704,30.03,4.410183,24.185071,427.156899,1731.23706,148.19958,1.27E+04,0.01470061,0.020154226,1
43936,46.29530826,64251,59.01,15693,29.6,4.349431,25.053978,425.999184,1692.833934,128.31711,1.07E+04,0.014498103,0.020878315,1
43532,46.28117139,62929,54.87,15632,29.32,4.288678,25.922884,424.841468,1654.430809,108.612201,7.72E+03,0.014295593,0.021602403,1
43047,46.29219482,61524,49.93,15700,29.4,4.227926,26.791791,423.683752,1616.027683,92.043477,4.37E+03,0.014093087,0.022326493,1
42838,59.74106042,61905,49.81,15813,31.16,4.167173,27.660697,422.526036,1577.624557,75.474753,4.28E+02,0.013890577,0.023050581,1
44423,56.45610358,64658,54.85,16141,31.91,4.106421,28.529604,421.36832,1539.221431,61.724823,0.00E+00,0.01368807,0.02377467,1
45785,87.15166461,65625,67.84,16481,32.07,4.045669,29.39851,420.210604,1500.818305,48.469843,0.00E+00,0.013485563,0.024498758,1
48294,71.78791615,61643,87.13,16218,31.66,3.720828,26.197245,362.79986,1337.783999,42.11275,0.00E+00,0.01240276,0.021831038,1
47439,64.33415536,58007,60.51,15848,30.8,3.395988,23.665327,305.706838,1174.749694,36.923118,0.00E+00,0.01131996,0.019721106,1
44612,57.79901356,55068,47.9,15270,29.83,3.071147,22.598238,262.64878,1011.715388,31.733486,0.00E+00,0.010237157,0.018831865,1
40633,55.16029593,50045,44.91,14388,28.6,2.746307,21.53115,219.590722,908.893694,26.543854,0.00E+00,0.009154357,0.017942625,1
36215,46.70776819,46532,38.9,13916,27.46,2.421466,20.464061,176.532664,854.548925,21.718074,0.00E+00,0.008071553,0.017053384,1
32262,48.73612824,44573,35.75,13486,26.97,2.096626,19.396973,146.711535,800.204157,19.988196,0.00E+00,0.006988753,0.016164144,1
31460,48.87176326,43823,30.31,13394,26.97,2.493408,19.358994,148.40088,849.91469,20.379683,0.00E+00,0.00831136,0.016132495,1
30590,48.81011097,44444,29.25,13486,27.87,2.89019,19.321015,150.090224,899.625223,20.77117,0.00E+00,0.009633967,0.016100846,1
29732,44.18031443,46126,26.21,13840,28.3,3.286973,19.283037,151.779569,970.007268,21.162656,0.00E+00,0.010956577,0.016069198,1
28699,44.87669544,49364,29.95,14263,29.18,3.683755,19.245058,153.74674,1119.138867,21.554143,0.00E+00,0.012279183,0.016037548,1
28069,42.73096178,55935,33.9,15623,30.46,4.080538,19.207079,158.814773,1268.270466,22.03689,0.00E+00,0.013601793,0.016005899,1
29448,48.9502836,61361,45.8,17021,31.49,4.47732,19.169101,163.882807,1417.402065,23.21135,2.96E+03,0.0149244,0.015974251,1
34523,58.53348335,64163,53.1,17200,31.58,5.421313,22.08559,173.281726,1276.552949,22.247729,6.36E+03,0.018071043,0.018404658,1
40563,69.30332922,64753,57.17,16825,31.47,7.095916,27.006238,182.680644,1135.703832,21.694703,9.69E+03,0.023653053,0.022505198,1
42951,70.51787916,65818,46.29,16625,31.33,9.927893,35.755706,192.079563,994.854715,21.373496,1.23E+04,0.033092977,0.029796422,1
43848,71.27003699,67301,53.15,16347,31.21,12.759871,44.505174,201.478481,910.668533,21.052289,1.38E+04,0.042532903,0.037087645,1
43904,60.66584464,66804,63.09,16194,31.11,15.591849,53.254641,210.8774,863.718827,20.731082,1.41E+04,0.05197283,0.044378868,1
44021,52.2154254,66217,70.31,15946,30.88,18.423827,62.004109,220.276319,816.769122,20.409875,1.32E+04,0.061412757,0.051670091,1
43821,46.21429716,64721,68.05,15798,30.78,20.719675,73.555172,195.409446,810.924957,23.016679,1.11E+04,0.069065583,0.061295977,1
42912,45.49632552,63368,59.35,15917,30.65,23.015522,85.106234,170.542573,805.080793,28.603733,8.08E+03,0.076718407,0.070921862,1
42184,46.30371147,61578,51.22,15992,30.49,26.622739,97.314592,150.778567,799.236629,34.190787,4.62E+03,0.088742463,0.081095493,1
41774,54.59410604,61938,48.77,16194,31,31.214434,120.416717,142.489609,793.392465,39.777841,4.60E+02,0.104048113,0.100347264,1
43297,46.54270654,64867,51.57,16541,31.34,35.806129,143.518842,134.200652,787.548301,45.886527,0.00E+00,0.119353763,0.119599035,1
44287,76.8161344,66770,62.36,16831,31.34,40.397824,166.620966,125.911694,781.704137,53.335933,0.00E+00,0.134659413,0.138850805,1
47327,72.01088779,63079,75.18,16755,31.14,39.912469,167.968568,120.271878,762.415048,57.316583,0.00E+00,0.133041563,0.139973807,1
47454,46.57763255,59716,51.58,16410,30.47,39.427115,169.31617,114.632061,743.125959,61.297234,0.00E+00,0.131423717,0.141096808,1
44573,57.9834402,56887,48.87,15669,29.45,38.94176,170.663772,108.992245,723.83687,65.277885,0.00E+00,0.129805867,0.14221981,1
40882,58.82860666,51989,48.19,14866,28.35,38.456406,172.011374,103.352429,704.547781,69.258536,0.00E+00,0.12818802,0.143342812,1
36776,50.96794081,48241,49.03,14275,28.54,37.971051,173.358976,97.712612,685.258692,73.298983,0.00E+00,0.12657017,0.144465813,1
32549,52.55240444,46554,42.58,13981,27.59,37.485697,174.706578,92.072796,665.969603,78.274797,0.00E+00,0.124952323,0.145588815,1
31704,44.70405055,46003,37.2,13860,27.37,40.450188,187.120064,100.549718,716.930732,68.365288,0.00E+00,0.13483396,0.155933387,1
30937,40.53788533,47023,35.84,13942,27.53,43.414679,199.533551,109.02664,767.891862,59.510739,0.00E+00,0.144715597,0.166277959,1
30164,39.91376695,48491,37.25,14159,27.87,46.37917,211.947037,117.503561,818.852991,50.65619,0.00E+00,0.154597233,0.176622531,1
29230,39.61951911,51508,35.52,14648,28.89,49.34366,224.360524,125.980483,869.814121,42.301231,0.00E+00,0.164478867,0.186967103,1
28526,43.61705302,57787,38.1,15943,30.44,52.308151,236.77401,134.457405,920.77525,35.660319,1.63E+01,0.174360503,0.197311675,1
29816,52.92848335,62370,49.36,17349,31.88,55.272642,253.781245,142.934326,1037.20914,29.019408,3.40E+03,0.18424214,0.211484371,1
34724,51.45110358,64704,58.31,17809,31.93,53.621761,236.781042,140.45197,905.593217,35.141068,7.04E+03,0.178739203,0.197317535,1
40750,59.1676942,65377,65.74,17412,31.68,51.970881,224.374588,137.969613,839.450054,41.262728,1.05E+04,0.17323627,0.186978823,1
42964,72.09001233,66331,60.79,17388,31.29,50.32,211.968133,135.487256,773.30689,48.579184,1.32E+04,0.167733333,0.176640111,1
43864,75.01233046,67217,47.47,17197,30.93,48.669119,199.561678,133.004899,707.163727,56.741398,1.47E+04,0.162230397,0.166301398,1
43521,63.8162762,66426,39.98,16976,30.62,47.018239,187.155224,130.522542,641.020564,64.903611,1.51E+04,0.156727463,0.155962687,1
43469,77.39210851,65597,40.28,16811,30.38,45.367358,174.748769,128.040186,574.877401,73.082281,1.41E+04,0.151224527,0.145623974,1
43338,53.19975339,64210,39.1,16683,30.23,42.478431,167.174713,141.029427,606.157224,79.209045,1.20E+04,0.14159477,0.139312261,1
42676,46.31779285,62327,38.41,16477,30.14,39.589503,159.600657,155.396004,637.437047,85.33581,8.85E+03,0.13196501,0.133000548,1
42230,53.78545006,60734,36.95,16462,30.06,36.700575,152.0266,194.363727,668.71687,91.462574,5.19E+03,0.12233525,0.126688833,1
42200,57.63871763,60835,39.5,16521,30.4,33.811648,144.452544,233.331451,699.996693,97.589339,3.89E+02,0.112705493,0.12037712,1
43760,59.2857275,64019,45.47,16812,31.19,30.92272,136.878488,272.299174,731.276515,103.716103,0.00E+00,0.103075733,0.114065407,1
45137,84.55610358,67077,63.2,17023,31.24,28.033792,129.304432,312.80253,762.556338,109.911441,0.00E+00,0.093445973,0.107753693,1
47375,67.85008015,63478,73.91,16727,30.75,28.612355,133.981334,328.943461,890.450215,107.553147,0.00E+00,0.095374517,0.111651112,1
46891,46.25367448,59521,57.54,16286,30.12,29.190917,138.658236,345.084393,1177.032272,105.263427,0.00E+00,0.097303057,0.11554853,1
44076,46.09128853,55986,52.19,15711,28.65,29.769479,143.335138,361.225324,1560.713901,102.973707,0.00E+00,0.099231597,0.119445948,1
40287,44.39383477,51085,50.83,14856,26.94,30.348041,148.01204,377.366255,1966.527373,100.683986,0.00E+00,0.101160137,0.123343367,1
36201,39.8124476,47090,42.37,14330,27.9,30.926603,152.688942,393.507186,2478.102877,98.394266,0.00E+00,0.103088677,0.127240785,1
32251,39.85691122,45270,35.86,13839,27.47,31.505166,157.365844,409.648117,2989.678382,96.104545,0.00E+00,0.10501722,0.131138203,1
31345,36.34070284,44571,34.32,13767,27.35,37.550517,175.279738,435.129083,3012.711084,95.738362,0.00E+00,0.12516839,0.146066448,1
30291,35.63560419,45100,33.62,13814,27.54,43.595869,193.193632,460.610049,3035.743785,95.372178,0.00E+00,0.145319563,0.160994693,1
29297,36.09361899,46785,32.77,14007,28.28,49.641221,211.107527,486.091015,3058.776486,95.005994,0.00E+00,0.165470737,0.175922939,1
28242,33.35048705,49979,32.18,14433,28.95,55.686572,229.021421,511.689977,3081.809188,94.63981,0.00E+00,0.185621907,0.190851184,1
27495,35.36416769,55911,35.81,15665,30.13,62.597886,250.402973,543.541184,3104.841889,94.273627,4.58E+01,0.20865962,0.208669144,1
28703,38.80217633,60617,45.31,17132,31.2,71.665913,277.273814,575.392392,3127.87459,93.907443,3.24E+03,0.238886377,0.231061512,1
33456,39.13746609,62971,51.35,17646,32.05,79.269345,313.624149,582.734858,2941.889022,80.390142,6.73E+03,0.26423115,0.261353458,1
39335,48.92038841,64550,51.54,17384,31.54,86.872777,350.413258,590.077324,2755.903453,68.098272,1.01E+04,0.289575923,0.292011048,1
41619,45.35781751,66375,43.18,17129,31,96.137589,394.841445,597.419791,2569.917885,57.284431,1.27E+04,0.32045863,0.329034538,1
42526,51.97903822,67027,39.45,16910,30.77,105.430672,439.269632,604.762257,2383.932316,46.47059,1.42E+04,0.351435573,0.366058027,1
42636,45.97166461,66402,36.08,16699,30.46,114.723756,484.37015,612.104724,2197.946748,37.692562,1.45E+04,0.38241252,0.403641792,1
43012,49.42046856,64708,35.26,16508,30.06,124.747173,536.876189,619.44719,2011.961179,29.582181,1.36E+04,0.41582391,0.447396824,1
42800,45.62268804,62328,34.26,16339,29.76,129.412764,563.643119,505.15651,1879.731593,38.721547,1.15E+04,0.43137588,0.469702599,1
42013,47.63871763,60299,35.8,16187,29.69,134.078354,590.41005,412.535268,1780.126505,49.214552,8.48E+03,0.446927847,0.492008375,1
41483,50.93711467,58878,39.63,16205,29.6,138.743944,617.17698,319.914026,1680.954315,61.400374,4.95E+03,0.462479813,0.51431415,1
41494,52.95930949,58831,43.37,16219,30.06,143.409534,642.721771,247.134588,1581.782125,73.732744,1.67E+03,0.47803178,0.535601476,1
42934,70.72133169,61287,42.63,16522,30.64,148.075124,665.370712,177.668656,1482.609935,88.965022,0.00E+00,0.493583747,0.554475593,1
44086,83.36004932,63536,53.45,16689,30.68,152.740714,688.019653,138.287575,1383.437745,104.197299,0.00E+00,0.509135713,0.573349711,1
45962,59.86852035,59146,68.14,16190,30.24,154.788945,709.014335,137.50243,1450.48734,121.844586,0.00E+00,0.51596315,0.590845279,1
44853,46.08200986,55101,52.04,15667,29.6,156.837177,730.009018,136.717284,1517.536935,140.552414,0.00E+00,0.52279059,0.608340848,1
42089,45.25642417,52280,53.99,15017,28.71,158.885408,751.0037,135.932139,1584.586529,162.240362,0.00E+00,0.529618027,0.625836417,1
38548,44.16912454,48375,50.72,14381,27.51,160.636156,772.361872,135.146994,1651.636124,190.302103,0.00E+00,0.535453853,0.643634893,1
35015,41.52697287,44780,47.36,13819,27.73,162.369275,795.265162,134.361849,1718.685719,218.363844,0.00E+00,0.541230917,0.662720968,1
31757,46.87049322,42526,48.05,13602,26.75,164.102394,818.168452,133.576703,1785.735313,246.425585,0.00E+00,0.54700798,0.681807043,1
31226,46.32552404,41430,42.19,13579,26.36,145.803845,748.868598,156.610493,2115.272941,210.600168,0.00E+00,0.486012817,0.624057165,1
30182,44.23551171,41586,38.17,13568,26.19,126.577588,683.749448,219.150875,2475.565465,174.77475,0.00E+00,0.421925293,0.569791207,1
28920,34.2782799,42135,41.36,13524,24.86,109.29728,615.472171,281.691258,2835.857989,143.732889,0.00E+00,0.364324267,0.512893476,1
27574,38.09717016,42108,41.15,13519,26.71,93.028909,538.513176,356.75552,3212.688141,119.849277,0.00E+00,0.310096363,0.44876098,1
26578,36.99979655,41944,44.21,13709,26.95,78.622258,464.391999,440.142697,3663.053796,98.221388,7.08E+01,0.262074193,0.386993333,1
26719,32.35131319,45380,45.27,14092,27.58,65.311772,399.272849,526.637342,4113.419451,78.318378,3.27E+03,0.217705907,0.332727374,1
28429,38.60592478,50347,45.42,14995,28.31,52.412297,314.054114,480.663823,3567.129187,69.478379,6.73E+03,0.174707657,0.261711762,1
31216,47.57706535,53657,51.18,15675,28.39,41.283412,238.77181,437.797773,3042.671138,61.702055,1.01E+04,0.137611373,0.198976508,1
34848,56.42467941,55397,50.96,16001,28.34,30.154528,188.17421,394.931723,2605.638927,53.925731,1.26E+04,0.100515093,0.156811842,1
37139,46.56631319,56165,47.83,15895,27.87,21.512822,137.576611,352.065673,2168.606716,46.149408,1.41E+04,0.071709407,0.114647176,1
37599,43.64747226,55077,39.87,15650,27.23,15.948379,91.489506,309.199622,1768.180879,39.729813,1.44E+04,0.053161263,0.076241255,1
37689,44.84765105,52864,37.38,15324,26.86,10.383937,66.190706,276.415179,1440.40672,33.89757,1.35E+04,0.034613123,0.055158922,1
37658,45.34401973,50709,36.68,15026,26.41,7.571663,55.974186,289.576884,1360.64555,36.374077,1.15E+04,0.025238877,0.046645155,1
36915,45.19778668,49116,32.15,14937,26.46,5.586463,45.757665,302.738589,1280.884379,38.850585,8.46E+03,0.018621543,0.038131388,1
36265,45.88694205,48647,38.56,15052,27.33,4.649038,35.541145,318.980391,1201.123209,41.327092,4.98E+03,0.015496793,0.029617621,1
36101,45.88348335,49994,47.06,15345,28.6,3.711614,25.324625,336.529331,1121.362038,43.804799,1.72E+03,0.012372047,0.021103854,1
37138,55.12192972,53316,55.95,15823,29.53,2.774189,21.036035,354.078271,1041.600868,47.106808,0.00E+00,0.009247297,0.017530029,1
39383,87.70036991,54355,78.79,16071,29.64,1.836765,17.630528,371.62721,961.839697,50.408818,0.00E+00,0.00612255,0.014692107,1
41619,75.60419236,50543,97.51,15776,29.24,1.51255,13.319962,384.027064,1194.836468,48.513545,0.00E+00,0.005041833,0.011099968,1
41470,47.10700986,48061,66.67,15290,28.76,1.188335,9.009397,396.426918,1427.833239,46.618271,0.00E+00,0.003961117,0.007507831,1
39046,57.24414303,46953,51.79,14912,28.37,0.864121,4.698831,408.826771,1660.830011,44.722998,0.00E+00,0.002880403,0.003915693,1
36450,65.44389642,43656,51.14,14492,27.91,0.539906,0.388265,421.226625,1899.102376,43.070794,0.00E+00,0.001799687,0.000323554,1
33975,52.49816276,40524,46.43,14025,29.2,0.215692,0,433.626479,2209.764737,41.649339,0.00E+00,0.000718973,0,1
31390,52.09993218,38331,39.7,13730,28.7,0,0,446.026333,2520.427099,40.227884,0.00E+00,0,0,1
30774,52.84833539,37266,39.53,13575,27.16,2.753954,2.53838,524.563863,2809.417127,37.885356,0.00E+00,0.009179847,0.002115317,1
29601,46.85573366,36914,32.37,13521,24.52,5.61643,13.309627,619.36981,3098.407155,35.542829,0.00E+00,0.018721433,0.011091356,1
28430,48.97657213,37210,39.23,13587,25.09,13.436719,24.24262,714.175756,3451.74648,33.200301,0.00E+00,0.044789063,0.020202183,1
27076,41.64588163,37156,26.27,13749,26.5,22.024148,56.55636,817.448044,3812.984015,30.857774,0.00E+00,0.073413827,0.0471303,1
26182,39.40602959,36148,26.39,13867,25.79,37.223153,88.870099,931.21518,4174.221551,28.515246,7.19E+01,0.124077177,0.074058416,1
26205,40.6559926,38506,24.48,14072,24.66,54.398011,146.367677,1044.982316,4535.459086,26.172719,2.36E+03,0.181326703,0.121973064,1
26772,41.26742293,42763,19.47,14570,26.03,55.55569,167.577965,1251.501232,4288.795422,32.028835,4.83E+03,0.185185633,0.139648304,1
28239,43.28735512,46737,17.22,15124,29.04,56.71337,188.788253,1472.18399,4042.131758,37.884951,7.19E+03,0.189044567,0.157323544,1
31398,44.78006782,49262,21.93,15174,29.3,57.871049,209.998541,1692.866748,3795.468094,43.741067,9.01E+03,0.192903497,0.174998784,1
34432,45.58253391,51604,21.29,15074,29.13,59.028728,231.20883,1913.549505,3548.80443,51.529578,1.00E+04,0.196762427,0.192674025,1
35970,45.27671393,50165,26.05,14896,29,60.279612,258.628677,2149.892515,3302.140766,59.337733,1.03E+04,0.20093204,0.215523898,1
36494,43.08960543,48530,16.57,14764,28.71,62.016131,290.444109,2395.095579,3070.381682,67.145888,9.63E+03,0.206720437,0.242036758,1
36679,43.35833539,46353,15.21,14642,28.06,58.644136,297.72451,2304.858281,3287.999572,95.199379,8.19E+03,0.195480453,0.248103758,1
36083,43.51276202,45358,10.81,14578,27.34,55.944185,305.004911,2214.620982,3520.522042,127.759678,6.05E+03,0.186480617,0.254170759,1
35534,44.27660296,45190,13.51,14740,28.33,53.244234,312.285313,2124.383683,3753.044511,168.120152,3.57E+03,0.17748078,0.260237761,1
35202,41.60382244,46838,14.91,15051,29.29,50.544283,319.565714,2034.146384,3985.566981,221.250787,1.25E+03,0.168480943,0.266304762,1
35929,40.03699753,50335,17.56,15544,30.24,47.844331,326.846115,1948.847177,4218.089451,274.381421,0.00E+00,0.159481103,0.272371763,1
37002,70.28713317,52015,32.06,15921,30.55,45.14438,334.126516,1867.633608,4450.61192,332.268951,0.00E+00,0.150481267,0.278438763,1
39935,91.32552404,49349,41.52,15895,30,50.015527,340.897035,1589.62079,4070.176627,326.97084,0.00E+00,0.166718423,0.284080863,1
41186,81.02959309,47400,23.32,15594,29.32,54.886674,347.667554,1311.607972,3689.741334,321.672728,0.00E+00,0.18295558,0.289722962,1
39874,59.14303329,46355,12.9,15232,28.47,59.757822,355.868757,1046.833436,3309.306041,316.374617,0.00E+00,0.19919274,0.296557298,1
37129,54.74866831,42953,17.52,14824,27.02,66.943453,364.143836,861.491557,2969.096598,311.076506,0.00E+00,0.223144843,0.303453197,1
33816,45.15681258,39721,9.53,14354,25.48,74.250174,372.418914,691.233065,2664.748363,305.778394,0.00E+00,0.24750058,0.310349095,1
